Age,Experience,Income,Branch Address,Family,CCAvg,Mortgage,Personal Loan,Brokerage Account,GIC Account,Online,CreditCard,Advisor Name,Advisor Designation,Branch Address 1,Branch Address 2,Branch Address 3
52,26,114,8376 Euclid Lane,2,2.4,0,0,0,0,0,0,Ross Seipel,PFP,8376 Euclid Lane,336 Pin Oak Ave.,9834 East Pineknoll Ave.
26,2,172,8722 Richardson Street,2,6.9,0,1,0,0,1,0,Collene Dubon,PFP,518 Selby Ave.,8722 Richardson Street,5 Maple Lane
50,24,102,4 Country Drive,2,6.3,0,0,0,0,1,0,Zandra Venne,PFP,8573 Princeton Road,4 Country Drive,14 Lakeshore Lane
53,28,43,9251 Old Vernon St.,2,2.1,0,0,0,1,1,1,Jacqueline Leveque,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
54,24,61,544 Edgewood Drive,4,2,0,0,1,0,1,0,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
43,19,153,68 Sunbeam St.,2,7.5,0,0,0,0,1,0,Eulah Kicklighter,PFP,667 E. Hall St.,68 Sunbeam St.,7330 West Grand St.
57,32,39,8536 Country Club Dr.,4,0.9,0,0,0,0,1,1,Tanya Johansen,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
42,18,22,9587 SW. Jefferson Street,1,1,0,0,0,0,0,0,Marylee Bristow,PFP,218 S. Westport Court,9587 SW. Jefferson Street,9670 Wilson Rd.
45,18,80,1 Poplar St.,3,2.666666667,0,0,0,0,0,0,Elicia Schuyler,PFP,1 Poplar St.,8017 Homestead Ave.,387 West Fifth Ave.
59,35,108,8378 West Magnolia Street,4,3.8,304,1,0,0,1,0,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
56,30,61,40 E. Dunbar Ave.,3,2.5,193,0,0,0,1,0,Taylor Kemp,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
34,8,99,94 Country Club St.,2,4.5,217,0,0,0,0,0,Jaquelyn Cubbage,PFP,533 Hillcrest Street,94 Country Club St.,36 South St.
43,19,83,8376 Euclid Lane,4,2,0,0,0,0,1,0,Estefana Dungan,PFP,92 Ridgewood Dr.,8376 Euclid Lane,336 Pin Oak Ave.
52,28,54,544 Edgewood Drive,4,0.1,0,0,0,0,0,1,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
33,6,168,33 Harrison Road,3,5.666666667,0,1,1,1,1,0,Jodie Izquierdo,PFP,76 Mayfair St.,33 Harrison Road,9251 Old Vernon St.
54,28,155,518 Selby Ave.,1,1,256,0,0,0,1,1,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
41,16,81,69 Spruce Dr.,2,0.4,0,0,0,0,0,1,Erik Clinard,PFP,36 Kent Court,69 Spruce Dr.,92 Ridgewood Dr.
48,24,14,8722 Richardson Street,4,1,0,0,0,0,1,0,Cyril Murry,PFP,8722 Richardson Street,5 Maple Lane,24 Trusel Court
46,19,82,9091 S. Bowman Street,3,2.666666667,0,0,0,0,0,0,Kathaleen Horgan,PFP,9091 S. Bowman Street,8378 West Magnolia Street,518 Selby Ave.
34,10,41,40 E. Dunbar Ave.,1,2.4,0,0,0,0,0,0,Taylor Kemp,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
38,13,171,218 S. Westport Court,2,7.8,0,0,0,0,1,0,Donetta Mallet,PFP,544 Edgewood Drive,218 S. Westport Court,9587 SW. Jefferson Street
36,11,39,9929 Thompson Lane,4,1.7,0,0,0,0,1,0,Cyndy Calcagno,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
42,18,114,234 Blue Spring Rd.,1,0.3,0,0,0,0,0,0,Gala Mackson,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
49,24,79,518 Selby Ave.,1,0.2,83,0,0,0,1,1,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
60,35,135,9929 Thompson Lane,3,0.3,0,1,0,0,1,0,Pete Dickens,PFP,9929 Thompson Lane,177 Winchester Street,20 Bradford Ave.
47,20,101,742 Bridle Street,3,2,270,0,0,0,1,0,Brandon Sum,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
31,7,35,597 Lawrence Street,2,1,0,0,0,0,0,1,Cecil Caves,PFP,7041 East Mammoth Drive,597 Lawrence Street,9929 Thompson Lane
32,8,61,4 Country Drive,3,2.6,0,0,0,0,0,0,Zetta Gephart,PFP,4 Country Drive,14 Lakeshore Lane,890 W. Brickyard Dr.
60,34,65,8722 Richardson Street,3,2.2,94,0,1,1,0,1,Collene Dubon,PFP,518 Selby Ave.,8722 Richardson Street,5 Maple Lane
28,4,81,8378 West Magnolia Street,3,1.5,276,0,0,0,1,0,Kathaleen Horgan,PFP,9091 S. Bowman Street,8378 West Magnolia Street,518 Selby Ave.
42,17,73,8573 Princeton Road,4,0.4,0,0,1,0,0,0,Zandra Venne,PFP,8573 Princeton Road,4 Country Drive,14 Lakeshore Lane
45,20,62,9587 SW. Jefferson Street,2,2.2,0,0,0,0,1,0,Weston Jeon,PFP,9587 SW. Jefferson Street,9670 Wilson Rd.,76 Mayfair St.
44,18,55,234 Blue Spring Rd.,1,0.2,0,0,0,0,0,0,Gala Mackson,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
55,31,130,68 Sunbeam St.,4,6.5,0,1,0,0,0,1,Carylon Race,PFP,68 Sunbeam St.,7330 West Grand St.,91 Lake Court
52,28,90,14 Lakeshore Lane,1,2.6,0,0,1,0,1,0,Val Sauceda,PFP,14 Lakeshore Lane,890 W. Brickyard Dr., 
59,35,11,8536 Country Club Dr.,2,1,0,0,0,0,0,1,Gala Mackson,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
59,33,35,91 Lake Court,1,0.2,171,0,0,0,0,0,Pansy Diblasi,PFP,91 Lake Court,7041 East Mammoth Drive,597 Lawrence Street
52,27,39,8573 Princeton Road,4,0.2,0,0,1,0,1,0,Ying Michaelson,PFP,20 Bradford Ave.,8573 Princeton Road,4 Country Drive
48,23,132,9091 S. Bowman Street,1,0.6,157,0,0,0,0,0,Kathaleen Horgan,PFP,9091 S. Bowman Street,8378 West Magnolia Street,518 Selby Ave.
30,6,154,742 Bridle Street,1,6,0,0,0,0,0,0,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
27,1,112,177 Winchester Street,4,2.3,402,0,0,0,1,1,Caitlin Wimmer,PFP,177 Winchester Street,20 Bradford Ave.,8573 Princeton Road
49,24,82,24 Trusel Court,1,2.9,267,0,0,0,1,0,Deedra Halderman,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
65,35,23,533 Hillcrest Street,1,1.5,0,0,0,0,1,0,Jaquelyn Cubbage,PFP,533 Hillcrest Street,94 Country Club St.,36 South St.
34,9,84,8376 Euclid Lane,4,2.2,323,0,0,0,1,0,Ross Seipel,PFP,8376 Euclid Lane,336 Pin Oak Ave.,9834 East Pineknoll Ave.
51,27,55,7041 East Mammoth Drive,1,1.6,197,0,1,0,1,0,Pansy Diblasi,PFP,91 Lake Court,7041 East Mammoth Drive,597 Lawrence Street
58,33,18,94 Country Club St.,3,0.1,0,0,0,0,1,1,Jaquelyn Cubbage,PFP,533 Hillcrest Street,94 Country Club St.,36 South St.
40,14,42,24 Trusel Court,2,0.3,106,0,0,0,0,1,Deedra Halderman,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
59,34,33,544 Edgewood Drive,3,0.2,0,0,1,0,0,0,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
26,0,49,234 Blue Spring Rd.,3,2.4,0,0,0,0,0,0,Gala Mackson,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
58,34,60,742 Bridle Street,4,1.6,0,0,0,0,0,1,Brandon Sum,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
54,28,49,9091 S. Bowman Street,4,2.8,0,0,1,0,0,0,Latrisha Barden,PFP,36 South St.,9091 S. Bowman Street,8378 West Magnolia Street
29,3,65,177 Winchester Street,4,1.8,244,0,0,0,0,0,Pete Dickens,PFP,9929 Thompson Lane,177 Winchester Street,20 Bradford Ave.
52,28,72,544 Edgewood Drive,1,0,178,0,0,0,0,0,Donetta Mallet,PFP,544 Edgewood Drive,218 S. Westport Court,9587 SW. Jefferson Street
59,33,102,742 Bridle Street,2,1.4,0,0,0,0,1,0,Prudence Masters,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
25,1,74,33 Harrison Road,4,2.6,204,0,0,0,0,0,Jacqueline Leveque,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
65,35,55,36 Kent Court,4,1.666666667,89,0,0,0,1,1,Erik Clinard,PFP,36 Kent Court,69 Spruce Dr.,92 Ridgewood Dr.
54,29,62,742 Bridle Street,4,0.7,0,0,0,0,0,1,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
27,1,99,40 E. Dunbar Ave.,1,3,149,1,0,0,0,1,Taylor Kemp,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
39,14,43,33 Harrison Road,3,0.7,153,0,0,0,1,0,Jodie Izquierdo,PFP,76 Mayfair St.,33 Harrison Road,9251 Old Vernon St.
33,8,39,40 E. Dunbar Ave.,4,0.8,0,0,0,0,1,0,Taylor Kemp,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
32,7,41,8376 Euclid Lane,4,"2,00",0,0,0,0,0,0,Ross Seipel,PFP,8376 Euclid Lane,336 Pin Oak Ave.,9834 East Pineknoll Ave.
51,25,29,742 Bridle Street,1,0.3,140,0,0,0,0,0,Brandon Sum,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
30,4,40,518 Selby Ave.,4,0.8,0,0,0,0,1,0,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
60,34,29,9929 Thompson Lane,2,0.3,0,0,0,0,1,0,Cyndy Calcagno,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
43,19,29,40 E. Dunbar Ave.,3,0.5,97,0,0,0,1,0,Deedra Halderman,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
47,23,32,91 Lake Court,4,0.6,156,0,0,0,1,1,Pansy Diblasi,PFP,91 Lake Court,7041 East Mammoth Drive,597 Lawrence Street
60,34,51,36 South St.,3,1.4,0,0,0,0,0,0,Latrisha Barden,PFP,36 South St.,9091 S. Bowman Street,8378 West Magnolia Street
33,9,14,76 Mayfair St.,3,0.9,114,0,0,0,0,0,Myesha Bromley,PFP,9670 Wilson Rd.,76 Mayfair St.,33 Harrison Road
32,2,69,8536 Country Club Dr.,4,4,102,0,0,0,1,0,Gala Mackson,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
34,9,164,76 Mayfair St.,1,6,0,1,0,0,1,0,Jodie Izquierdo,PFP,76 Mayfair St.,33 Harrison Road,9251 Old Vernon St.
35,11,180,9929 Thompson Lane,1,3.6,571,1,0,1,1,1,Pete Dickens,PFP,9929 Thompson Lane,177 Winchester Street,20 Bradford Ave.
41,16,115,667 E. Hall St.,1,7,0,0,0,0,0,0,Marcelene Thomson,PFP,9251 Old Vernon St.,667 E. Hall St.,68 Sunbeam St.
59,35,121,667 E. Hall St.,1,4.3,0,0,0,0,1,0,Marcelene Thomson,PFP,9251 Old Vernon St.,667 E. Hall St.,68 Sunbeam St.
39,14,12,69 Spruce Dr.,2,0,0,0,0,0,0,0,Erik Clinard,PFP,36 Kent Court,69 Spruce Dr.,92 Ridgewood Dr.
40,16,119,234 Blue Spring Rd.,2,4.2,0,1,0,0,1,0,Gala Mackson,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
57,32,55,7041 East Mammoth Drive,4,2.1,108,0,0,0,1,0,Cecil Caves,PFP,7041 East Mammoth Drive,597 Lawrence Street,9929 Thompson Lane
57,32,44,8536 Country Club Dr.,2,1.6,0,0,0,0,0,0,Aleida Suitt,PFP,387 West Fifth Ave.,8536 Country Club Dr.,234 Blue Spring Rd.
44,20,111,9091 S. Bowman Street,2,5.3,0,1,0,0,1,0,Latrisha Barden,PFP,36 South St.,9091 S. Bowman Street,8378 West Magnolia Street
28,4,103,9587 SW. Jefferson Street,2,2.5,0,0,0,0,1,1,Marylee Bristow,PFP,218 S. Westport Court,9587 SW. Jefferson Street,9670 Wilson Rd.
40,15,84,7330 West Grand St.,1,3.7,0,0,0,0,1,0,Beatriz Rolf,PFP,7330 West Grand St.,91 Lake Court,7041 East Mammoth Drive
54,29,35,336 Pin Oak Ave.,1,1.5,0,0,0,0,1,0,Corazon Eastin,PFP,336 Pin Oak Ave.,9834 East Pineknoll Ave.,742 Bridle Street
50,24,62,7041 East Mammoth Drive,1,1.4,0,0,0,0,0,0,Pansy Diblasi,PFP,91 Lake Court,7041 East Mammoth Drive,597 Lawrence Street
42,17,61,36 Kent Court,3,0.5,0,0,0,0,1,0,Erik Clinard,PFP,36 Kent Court,69 Spruce Dr.,92 Ridgewood Dr.
48,22,139,76 Mayfair St.,1,0,0,0,0,1,1,1,Jodie Izquierdo,PFP,76 Mayfair St.,33 Harrison Road,9251 Old Vernon St.
63,38,83,597 Lawrence Street,3,1.8,0,0,0,0,1,0,Kristle Hanby,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
55,25,41,667 E. Hall St.,3,1,0,0,0,0,1,0,Marcelene Thomson,PFP,9251 Old Vernon St.,667 E. Hall St.,68 Sunbeam St.
35,10,21,890 W. Brickyard Dr.,3,1.3,115,0,0,0,0,0,Val Sauceda,PFP,14 Lakeshore Lane,890 W. Brickyard Dr., 
32,8,25,4 Country Drive,3,0.9,0,0,0,0,1,1,Zetta Gephart,PFP,4 Country Drive,14 Lakeshore Lane,890 W. Brickyard Dr.
46,22,84,8722 Richardson Street,4,2,0,0,0,0,1,0,Cyril Murry,PFP,8722 Richardson Street,5 Maple Lane,24 Trusel Court
63,38,22,218 S. Westport Court,3,0.1,90,0,0,0,1,0,Donetta Mallet,PFP,544 Edgewood Drive,218 S. Westport Court,9587 SW. Jefferson Street
58,34,41,36 Kent Court,3,1.5,0,0,0,0,1,1,Erik Clinard,PFP,36 Kent Court,69 Spruce Dr.,92 Ridgewood Dr.
33,8,182,518 Selby Ave.,1,8.6,0,0,0,0,0,0,Collene Dubon,PFP,518 Selby Ave.,8722 Richardson Street,5 Maple Lane
58,32,43,9929 Thompson Lane,3,1.4,0,0,0,0,0,1,Pete Dickens,PFP,9929 Thompson Lane,177 Winchester Street,20 Bradford Ave.
56,30,70,8722 Richardson Street,3,0.3,0,0,0,0,0,0,Cyril Murry,PFP,8722 Richardson Street,5 Maple Lane,24 Trusel Court
43,18,29,8376 Euclid Lane,1,0.5,0,0,0,0,1,0,Estefana Dungan,PFP,92 Ridgewood Dr.,8376 Euclid Lane,336 Pin Oak Ave.
60,35,155,234 Blue Spring Rd.,1,1.5,0,1,0,0,0,1,Tanya Johansen,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
57,32,165,9834 East Pineknoll Ave.,4,2.7,0,1,0,0,1,0,Corazon Eastin,PFP,336 Pin Oak Ave.,9834 East Pineknoll Ave.,742 Bridle Street
56,32,158,9670 Wilson Rd.,3,3.7,0,1,0,0,1,0,Myesha Bromley,PFP,9670 Wilson Rd.,76 Mayfair St.,33 Harrison Road
40,15,83,533 Hillcrest Street,1,1,0,0,0,0,0,0,Carolin Whitmire,PFP,234 Blue Spring Rd.,533 Hillcrest Street,94 Country Club St.
60,35,108,8376 Euclid Lane,1,0.9,0,0,1,0,0,0,Estefana Dungan,PFP,92 Ridgewood Dr.,8376 Euclid Lane,336 Pin Oak Ave.
33,7,104,68 Sunbeam St.,2,3.6,0,1,0,0,0,1,Carylon Race,PFP,68 Sunbeam St.,7330 West Grand St.,91 Lake Court
48,22,74,9929 Thompson Lane,1,1.4,0,0,1,0,0,0,Pete Dickens,PFP,9929 Thompson Lane,177 Winchester Street,20 Bradford Ave.
59,35,53,177 Winchester Street,4,2.3,174,0,0,0,1,0,Caitlin Wimmer,PFP,177 Winchester Street,20 Bradford Ave.,8573 Princeton Road
34,10,51,742 Bridle Street,3,2,130,0,0,0,0,0,Brandon Sum,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
44,19,45,8378 West Magnolia Street,4,0,0,0,0,0,1,1,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
31,7,10,7041 East Mammoth Drive,4,0.7,0,0,0,0,1,0,Pansy Diblasi,PFP,91 Lake Court,7041 East Mammoth Drive,597 Lawrence Street
50,26,24,597 Lawrence Street,4,0.5,0,0,0,0,0,1,Cecil Caves,PFP,7041 East Mammoth Drive,597 Lawrence Street,9929 Thompson Lane
41,17,92,9929 Thompson Lane,2,1.9,131,0,0,0,1,0,Cyndy Calcagno,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
41,16,91,91 Lake Court,3,0.5,0,0,0,0,0,0,Pansy Diblasi,PFP,91 Lake Court,7041 East Mammoth Drive,597 Lawrence Street
42,16,32,8378 West Magnolia Street,3,0.5,0,0,0,0,0,1,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
26,2,205,597 Lawrence Street,1,6.333333333,271,0,0,0,0,1,Kristle Hanby,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
48,23,19,177 Winchester Street,1,0.1,0,0,0,0,1,0,Caitlin Wimmer,PFP,177 Winchester Street,20 Bradford Ave.,8573 Princeton Road
30,5,134,533 Hillcrest Street,1,0,0,0,0,0,1,1,Jaquelyn Cubbage,PFP,533 Hillcrest Street,94 Country Club St.,36 South St.
52,27,35,9670 Wilson Rd.,4,0.2,0,0,0,0,1,0,Weston Jeon,PFP,9587 SW. Jefferson Street,9670 Wilson Rd.,76 Mayfair St.
52,28,11,544 Edgewood Drive,3,0.4,0,0,1,0,0,0,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
43,19,35,7919 Cedarwood Dr.,1,0.3,120,0,1,0,1,0,Gita Pinelli,PFP,7919 Cedarwood Dr.,1 Poplar St., 
26,0,179,9834 East Pineknoll Ave.,4,2.1,0,1,0,0,0,0,Prudence Masters,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
60,35,44,36 South St.,2,1.6,170,0,0,0,1,0,Latrisha Barden,PFP,36 South St.,9091 S. Bowman Street,8378 West Magnolia Street
35,10,78,177 Winchester Street,1,2.6,0,0,0,0,0,0,Caitlin Wimmer,PFP,177 Winchester Street,20 Bradford Ave.,8573 Princeton Road
25,1,98,94 Country Club St.,1,5.4,0,0,0,0,1,0,Jaquelyn Cubbage,PFP,533 Hillcrest Street,94 Country Club St.,36 South St.
62,37,85,36 South St.,4,3.4,0,0,0,0,1,0,Mariana Ghent,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
38,12,24,68 Sunbeam St.,2,0.8,0,0,0,0,1,1,Eulah Kicklighter,PFP,667 E. Hall St.,68 Sunbeam St.,7330 West Grand St.
51,26,69,36 South St.,3,2,0,0,0,0,1,0,Berry Gartman,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
30,4,40,177 Winchester Street,1,0.3,0,0,0,0,1,0,Pete Dickens,PFP,9929 Thompson Lane,177 Winchester Street,20 Bradford Ave.
38,14,49,533 Hillcrest Street,1,1.8,0,0,0,0,0,0,Carolin Whitmire,PFP,234 Blue Spring Rd.,533 Hillcrest Street,94 Country Club St.
57,33,43,40 E. Dunbar Ave.,3,1.5,168,0,0,0,0,1,Deedra Halderman,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
47,22,124,8573 Princeton Road,4,5,0,1,0,0,0,0,Zandra Venne,PFP,8573 Princeton Road,4 Country Drive,14 Lakeshore Lane
56,32,80,24 Trusel Court,3,2.666666667,0,0,0,0,1,0,Deedra Halderman,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
46,21,42,742 Bridle Street,4,1.9,0,0,0,0,1,0,Brandon Sum,CFP,9834 East Pineknoll Ave.,742 Bridle Street,544 Edgewood Drive
59,33,10,387 West Fifth Ave.,4,0.7,0,0,0,0,1,0,Aleida Suitt,PFP,387 West Fifth Ave.,8536 Country Club Dr.,234 Blue Spring Rd.
35,5,85,33 Harrison Road,4,4,0,0,0,0,1,0,Jacqueline Leveque,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
36,10,172,9091 S. Bowman Street,4,1,295,1,0,0,1,0,Latrisha Barden,PFP,36 South St.,9091 S. Bowman Street,8378 West Magnolia Street
27,2,103,7041 East Mammoth Drive,1,1.9,120,0,0,0,1,0,Cecil Caves,PFP,7041 East Mammoth Drive,597 Lawrence Street,9929 Thompson Lane
50,25,19,4 Country Drive,4,0.4,103,0,0,0,1,1,Zetta Gephart,PFP,4 Country Drive,14 Lakeshore Lane,890 W. Brickyard Dr.
37,12,180,36 South St.,1,8.6,0,0,0,0,1,1,Latrisha Barden,PFP,36 South St.,9091 S. Bowman Street,8378 West Magnolia Street
48,22,152,9587 SW. Jefferson Street,1,0,0,0,0,0,0,0,Weston Jeon,PFP,9587 SW. Jefferson Street,9670 Wilson Rd.,76 Mayfair St.
43,18,88,518 Selby Ave.,4,1.1,0,0,0,0,1,0,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
51,25,44,5 Maple Lane,3,0.9,0,0,0,0,0,0,Twila Bare,PFP,5 Maple Lane,24 Trusel Court,40 E. Dunbar Ave.
32,2,71,597 Lawrence Street,2,1.75,108,0,0,0,0,0,Kristle Hanby,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
59,33,100,94 Country Club St.,2,2,127,0,0,0,0,0,Mariana Ghent,CFP,94 Country Club St.,36 South St.,9091 S. Bowman Street
27,0,40,40 E. Dunbar Ave.,4,1,0,0,0,0,1,0,Zofia Rambo,PFP,40 E. Dunbar Ave.,36 Kent Court,69 Spruce Dr.
38,14,60,76 Mayfair St.,2,0.6,0,0,0,0,1,1,Myesha Bromley,PFP,9670 Wilson Rd.,76 Mayfair St.,33 Harrison Road
26,0,155,234 Blue Spring Rd.,2,7.2,0,0,0,0,0,0,Gala Mackson,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
65,40,75,8536 Country Club Dr.,3,2.2,0,0,0,0,1,0,Aleida Suitt,PFP,387 West Fifth Ave.,8536 Country Club Dr.,234 Blue Spring Rd.
53,29,90,742 Bridle Street,2,0.3,217,0,1,0,0,1,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
53,27,64,8722 Richardson Street,4,2.6,0,0,0,0,1,1,Collene Dubon,PFP,518 Selby Ave.,8722 Richardson Street,5 Maple Lane
48,23,114,544 Edgewood Drive,2,3.8,0,0,1,0,0,0,Donetta Mallet,PFP,544 Edgewood Drive,218 S. Westport Court,9587 SW. Jefferson Street
57,27,64,94 Country Club St.,3,2,142,0,0,0,1,0,Jaquelyn Cubbage,PFP,533 Hillcrest Street,94 Country Club St.,36 South St.
51,25,30,742 Bridle Street,3,0.6,144,0,0,0,0,1,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
35,5,108,177 Winchester Street,2,2.75,0,1,1,0,0,0,Caitlin Wimmer,PFP,177 Winchester Street,20 Bradford Ave.,8573 Princeton Road
33,7,22,40 E. Dunbar Ave.,1,0.4,0,0,0,0,0,0,Taylor Kemp,CFP,24 Trusel Court,40 E. Dunbar Ave.,36 Kent Court
56,30,60,9251 Old Vernon St.,1,2.2,0,0,0,0,0,0,Jacqueline Leveque,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
59,34,40,68 Sunbeam St.,3,0.9,0,0,0,0,1,0,Eulah Kicklighter,PFP,667 E. Hall St.,68 Sunbeam St.,7330 West Grand St.
29,4,120,14 Lakeshore Lane,1,4.1,0,1,1,1,0,1,Val Sauceda,PFP,14 Lakeshore Lane,890 W. Brickyard Dr., 
62,36,41,68 Sunbeam St.,2,1,154,0,1,0,1,0,Carylon Race,PFP,68 Sunbeam St.,7330 West Grand St.,91 Lake Court
42,18,42,14 Lakeshore Lane,2,1.7,0,0,0,0,1,0,Zetta Gephart,PFP,4 Country Drive,14 Lakeshore Lane,890 W. Brickyard Dr.
42,17,155,9929 Thompson Lane,1,7,0,0,0,0,0,1,Kristle Hanby,CFP,597 Lawrence Street,9929 Thompson Lane,177 Winchester Street
38,12,22,24 Trusel Court,3,0.2,0,0,0,0,1,0,Twila Bare,PFP,5 Maple Lane,24 Trusel Court,40 E. Dunbar Ave.
33,7,115,234 Blue Spring Rd.,1,2.7,283,0,0,0,1,0,Gala Mackson,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
47,22,203,667 E. Hall St.,2,8.8,0,0,0,0,1,0,Eulah Kicklighter,PFP,667 E. Hall St.,68 Sunbeam St.,7330 West Grand St.
38,13,143,8573 Princeton Road,1,4.1,0,0,0,0,0,0,Ying Michaelson,PFP,20 Bradford Ave.,8573 Princeton Road,4 Country Drive
48,24,29,544 Edgewood Drive,1,1,0,0,0,0,0,0,Vicki Sowers,PFP,742 Bridle Street,544 Edgewood Drive,218 S. Westport Court
30,5,38,9251 Old Vernon St.,4,0.8,129,0,0,0,1,1,Siobhan Flaugher,CFP,33 Harrison Road,9251 Old Vernon St.,667 E. Hall St.
55,29,33,234 Blue Spring Rd.,2,0.4,0,0,0,0,0,0,Carolin Whitmire,PFP,234 Blue Spring Rd.,533 Hillcrest Street,94 Country Club St.
51,25,71,518 Selby Ave.,1,1.4,198,0,0,0,0,0,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
53,27,65,4 Country Drive,4,2.8,0,0,0,0,0,1,Zandra Venne,PFP,8573 Princeton Road,4 Country Drive,14 Lakeshore Lane
62,37,15,234 Blue Spring Rd.,3,0.1,91,0,0,0,0,0,Gala Mackson,CFP,8536 Country Club Dr.,234 Blue Spring Rd.,533 Hillcrest Street
30,4,81,69 Spruce Dr.,2,0.2,0,0,0,0,1,0,Erik Clinard,PFP,36 Kent Court,69 Spruce Dr.,92 Ridgewood Dr.
41,17,58,8573 Princeton Road,4,2.666666667,0,0,0,0,1,1,Ying Michaelson,PFP,20 Bradford Ave.,8573 Princeton Road,4 Country Drive
57,33,170,68 Sunbeam St.,2,2.1,0,1,0,0,0,0,Carylon Race,PFP,68 Sunbeam St.,7330 West Grand St.,91 Lake Court
55,30,29,890 W. Brickyard Dr.,3,0.1,0,0,1,1,1,0,Val Sauceda,PFP,14 Lakeshore Lane,890 W. Brickyard Dr., 
62,38,23,218 S. Westport Court,2,0.3,0,0,0,0,0,0,Donetta Mallet,PFP,544 Edgewood Drive,218 S. Westport Court,9587 SW. Jefferson Street
31,5,22,518 Selby Ave.,1,0.6,0,0,0,0,0,0,Bernarda Guilliams,PFP,8378 West Magnolia Street,518 Selby Ave.,8722 Richardson Street
49,25,90,9251 Old Vernon St.,4,1.4,0,0,1,0,1,0,Marcelene Thomson,PFP,9251 Old Vernon St.,667 E. Hall St.,68 Sunbeam St.
